0.0 49.0 29.0
2.0 86.0 59.0
3.0 86.0 60.0
4.0 86.0 62.0
5.0 103.0 66.0
6.0 112.0 70.0
13.0 143.0 86.0
18.0 158.0 101.0
26.0 203.0 129.0
32.0 218.0 141.0
40.0 226.0 149.0
49.0 233.0 157.0
51.0 248.0 171.0
57.0 253.0 176.0
62.0 258.0 174.0
66.0 281.0 186.0
69.0 291.0 193.0
71.0 328.0 208.0
73.0 344.0 215.0
75.0 351.0 226.0
86.0 398.0 264.0
90.0 390.0 270.0
100.0 413.0 303.0
102.0 412.0 305.0
106.0 408.0 307.0
108.0 409.0 309.0
112.0 406.0 304.0
117.0 410.0 310.0
120.0 415.0 314.0
123.0 427.0 319.0
127.0 460.0 339.0
130.0 472.0 346.0
132.0 485.0 358.0
135.0 495.0 363.0
137.0 495.0 367.0
140.0 506.0 373.0
142.0 510.0 377.0
144.0 519.0 380.0
147.0 543.0 394.0
149.0 579.0 396.0
151.0 607.0 406.0
156.0 648.0 430.0
162.0 812.0 517.0
169.0 861.0 557.0
176.0 942.0 601.0
181.0 1008.0 632.0
183.0 1022.0 635.0
185.0 1074.0 648.0
190.0 1157.0 710.0
193.0 1199.0 739.0
197.0 1298.0 768.0
200.0 1350.0 778.0
204.0 1472.0 843.0
206.0 1514.0 862.0
211.0 1540.0 904.0
215.0 1553.0 926.0
221.0 1667.0 1018.0
225.0 1731.0 1041.0
227.0 1760.0 1054.0
232.0 1878.0 1142.0
239.0 1971.0 1192.0
241.0 2047.0 1214.0
246.0 2134.0 1260.0
253.0 2164.0 1327.0
260.0 2292.0 1428.0
267.0 2416.0 1525.0
274.0 2597.0 1607.0
281.0 2707.0 1708.0
288.0 2775.0 1781.0
295.0 2806.0 1814.0
302.0 2871.0 1876.0
309.0 2917.0 1910.0
316.0 2975.0 1944.0
323.0 3044.0 1995.0
330.0 3108.0 2057.0
337.0 3155.0 2091.0
339.0 3175.0 2101.0
340.0 3190.0 2113.0
343.0 3205.0 2127.0
344.0 3219.0 2129.0
346.0 3237.0 2141.0
347.0 3248.0 2147.0
350.0 3273.0 2163.0
351.0 3285.0 2170.0
353.0 3330.0 2187.0
354.0 3331.0 2192.0
357.0 3373.0 2216.0
358.0 3389.0 2224.0
361.0 3404.0 2241.0
